x,y,z,p
16.740263,-176.50075,-15.162168,0.0
16.935215,-175.52228,-15.185092,0.0
16.490643,-179.51284,-17.122028,0.0
54.411168,-115.1813,-2.4494985,0.0
98.684461,-201.56563,-4.4105784,0.0
-40.66872,-69.43005,-66.28413,0.0
127.78421,82.709883,109.97889,0.0
127.71585,82.537242,109.91489,0.0
126.98553,80.051293,107.28656,0.0
126.81609,79.665114,107.03548,0.0
107.89468,67.337605,91.48701,0.0
172.27936,110.50506,148.072,0.0
166.88016,106.67539,143.29014,0.0
166.01988,106.14109,142.91524,0.0
162.04078,103.05798,138.5841,0.0
172.70266,109.19856,146.89176,0.0
186.05784,118.05004,162.03206,0.0
173.68796,109.46483,148.15551,0.0
169.43468,106.12608,144.2435,0.0
187.66014,117.0026,159.85024,0.0
-40.390696,-84.879944,73.20059,0.0
-32.662587,-72.130761,63.150195,0.0
-35.714719,-78.845531,68.607898,0.0
-40.206194,-85.634282,72.846357,0.0
-41.931525,-89.547743,76.242826,0.0
-35.090247,-77.852237,67.3854,0.0
-28.579604,-62.181914,52.247735,0.0
44.772854,-139.32218,100.01142,0.0
44.48722,-141.53365,100.56095,0.0
42.953958,-138.03102,97.791188,0.0
52.377074,-162.35219,116.00904,0.0
42.777217,-137.86697,97.421925,0.0
44.070958,-141.80427,99.808145,0.0
41.612739,-138.75718,96.785504,0.0
41.812512,-129.52798,91.703822,0.0
41.750864,-131.03789,92.33558,0.0
39.376117,-124.15859,87.025216,0.0
59.943768,-109.28702,-9.6483984,0.0
57.566607,-106.83602,-11.584392,0.0
102.89172,-81.5936,-54.610507,0.0
108.88396,-85.385666,-57.935925,0.0
146.27775,-113.73192,-78.031873,0.0
109.50152,-85.530769,-58.707848,0.0
180.78476,-141.01441,-98.321337,0.0
149.89628,83.019929,-81.835252,0.0
98.24535,55.786835,-53.532052,0.0
-30.758491,106.94125,-58.053808,0.0
-30.388976,104.57378,-56.20799,0.0
29.655677,126.62557,-21.640066,0.0
25.173257,106.73659,-17.484572,2.0
24.908613,106.46995,-17.459758,2.0
23.559276,101.32815,-16.682212,2.0
24.210116,103.64523,-16.90887,2.0
-31.799898,112.3054,73.528679,2.0
-50.775562,177.11517,111.42154,0.0
-25.492551,8.3319046,65.944866,0.0
-18.803424,-26.79604,67.989816,0.0
100.61777,111.0893,-68.850818,0.0
99.985235,110.43101,-68.990827,0.0
38.009146,-13.756296,38.524989,0.0
40.52828,-10.756704,37.763696,0.0
74.689599,6.6061581,47.424265,0.0
34.037503,-0.26018631,-18.266297,0.0
53.157114,4.8448399,-32.895877,0.0
-55.711469,276.42888,-24.158384,0.0
-37.536182,162.08006,-15.279861,0.0
-46.629472,247.07777,-19.313771,0.0
-40.794066,246.71974,-17.339668,0.0
-52.40102,240.57951,-20.474814,0.0
-45.638641,237.98914,-16.982589,0.0
-46.120418,238.17644,-17.062546,0.0
-52.749359,260.45052,-19.182717,0.0
-46.155327,238.88042,-16.831072,0.0
-47.941117,247.59536,-17.348512,0.0
-47.802794,244.64069,-17.200146,0.0
-53.788296,260.15535,-19.052732,0.0
-46.99827,266.89955,-16.862271,0.0
-46.244843,236.71974,-16.378147,0.0
-53.676919,241.63513,-18.289186,0.0
-18.968346,75.482941,-6.3698937,0.0
-46.447967,242.68846,-15.832124,0.0
-45.058729,193.15978,-15.10555,0.0
-49.354254,245.67131,-15.998506,0.0
-44.699869,189.22071,-14.245953,0.0
-50.599871,245.57507,-16.096538,0.0
-47.119952,243.44951,-14.649446,0.0
-50.228773,196.36009,-14.631747,0.0
-38.810933,213.76574,-10.624062,0.0
-49.798039,250.24921,-13.636614,0.0
-59.955304,266.61502,-16.31969,0.0
-50.441419,253.08702,-13.15991,0.0
-37.690553,209.24937,-9.5253052,0.0
-37.464537,203.58398,-9.4921975,0.0
-59.523013,277.34183,-15.30641,0.0
-49.893774,252.27725,-12.347211,0.0
-63.065429,251.91948,-16.388141,0.0
-62.376145,263.59888,-15.472266,0.0
-60.097962,259.34012,-14.736398,0.0
-36.478028,201.63753,-8.0847365,0.0
-59.771488,260.24004,-14.138694,0.0
-63.020377,272.2712,-14.589401,0.0
-26.59152,131.81754,-5.6121129,0.0
-59.559536,255.22697,-12.869124,0.0
-59.438991,250.32012,-12.82989,0.0
-62.188931,253.86564,-13.300288,0.0
-60.54772,255.53717,-12.714448,0.0
-60.77194,256.3062,-12.524675,0.0
-63.567176,254.08133,-13.302484,0.0
-51.670265,246.88142,-9.7777066,0.0
-57.39683,238.07266,-11.633681,0.0
-57.506186,241.41677,-11.550534,0.0
-52.706648,250.44569,-9.8192431,0.0
-57.563689,235.63399,-11.589232,0.0
-61.941022,260.01483,-11.543457,0.0
-12.433957,62.913804,-1.9379403,0.0
-70.102055,270.94914,-13.156701,0.0
-47.030756,177.55747,-8.3444234,0.0
-66.269506,284.03605,-10.406569,0.0
-58.022149,253.05623,-8.7423128,0.0
-64.481394,256.11076,-10.449997,0.0
-52.573288,253.0321,-6.9688118,0.0
-53.040339,247.09764,-6.1089133,0.0
-53.80154,253.70699,-5.6307851,0.0
-58.519278,276.7973,-6.0355588,0.0
-49.311284,196.79189,-6.498334,0.0
-52.432516,247.89229,-4.6841839,0.0
-64.605397,248.19225,-7.0558988,0.0
-65.829318,259.00948,-6.776286,0.0
-63.763047,282.17424,-4.880909,0.0
-29.448184,125.18236,-2.2988604,0.0
-62.310144,276.58742,-4.1770669,0.0
-41.221072,218.77996,-0.51926787,0.0
-40.726053,216.40073,0.39144682,0.0
-62.282031,286.00105,-1.8680392,0.0
58.157031,-50.420233,34.552233,2.0
56.993743,-47.114932,29.570696,0.0
2.7329919,59.48046,12.783415,7.0
37.547283,-41.44725,-3.0736147,0.0
31.808424,-34.88489,-2.5820581,0.0
68.611779,-140.16929,-19.784579,0.0
32.782882,80.657452,-71.670992,0.0
67.299609,161.23505,-141.31032,0.0
32.064576,79.50889,-69.033356,0.0
-1.2219579,104.58694,-23.401522,0.0
-1.5702507,94.666601,-20.997367,0.0
-1.5912053,135.76008,-29.512579,0.0
-1.418138,73.974325,-15.234164,7.0
0.43108462,96.314685,-18.990641,0.0
1.6219696,148.46198,-28.808806,0.0
0.38085438,95.311752,-18.701919,0.0
-1.024728,66.67624,4.0993907,0.0
0.077323517,79.246321,5.2489014,0.0
-1.109302,54.769734,4.0435838,7.0
-23.98111,61.773001,22.405472,0.0
41.115942,-40.786274,36.824395,0.0
17.209705,-14.977349,2.7541773,0.0
21.138661,-15.5937,-3.0111655,0.0
42.643223,-27.918123,-12.709637,0.0
-2.6423647,61.222718,-11.394102,7.0
40.849457,-107.66437,15.029362,0.0
19.865399,-48.878297,4.226454,0.0
25.668705,-108.50949,-36.544271,0.0
53.2238,-101.02809,-45.279338,0.0
25.402931,-41.965036,-22.67043,0.0
11.406947,-27.740882,-20.392105,0.0
25.905096,-48.466869,-39.262454,0.0
24.298221,-37.151791,-34.071431,0.0
25.417574,-38.874494,-35.845356,0.0
17.998079,-29.438069,-33.166984,0.0
24.216816,-37.348844,-48.472319,0.0
57.881737,-97.425176,-127.1285,0.0
-8.3122732,28.777924,-30.738634,0.0
-41.92588,76.822976,-72.487934,0.0
-34.816449,67.941187,-54.671931,0.0
-33.721088,67.052428,-50.245025,0.0
-32.158425,63.743674,-47.619871,0.0
-21.897316,36.167136,-28.053404,0.0
-32.292726,65.650655,-44.89629,0.0
-28.614792,39.764624,-29.584476,0.0
-34.192233,72.507226,-44.853684,0.0
-37.180024,59.22281,-39.150022,0.0
-41.626955,98.362186,-54.743742,0.0
-36.600251,64.036754,-38.517786,0.0
-29.003005,42.374265,-26.184288,0.0
-34.537116,55.992127,-30.894202,0.0
-31.258633,57.013123,-28.916211,0.0
-32.368298,57.231123,-27.964163,0.0
-39.185714,77.574109,-35.657552,0.0
-31.857708,54.094843,-26.518992,0.0
-33.18565,57.913384,-27.9155,0.0
-32.377225,56.33927,-26.695776,0.0
-32.940927,65.617918,-29.022175,0.0
-31.41032,52.038448,-25.06899,0.0
-23.187693,29.667157,-16.524076,0.0
-55.703448,98.208426,-43.260363,0.0
-52.646503,61.650161,-23.829674,0.0
-47.147065,80.121154,-18.051176,0.0
-27.138319,36.122806,-9.1577572,0.0
-84.615506,131.92028,-12.338504,0.0
-37.706791,57.996208,-5.0445372,0.0
-89.391259,97.681852,-14.1083,0.0
-25.916772,42.166796,-1.5851219,0.0
-36.678393,60.88676,-2.0322325,0.0
-25.915828,36.754984,-2.0594694,0.0
-94.891433,93.781079,-12.411493,0.0
-40.258656,52.967887,-2.282206,0.0
-82.374963,120.53805,-1.9657402,0.0
-42.658979,45.318551,-3.1973156,0.0
-82.626377,90.458909,-2.9274733,0.0
-43.65407,44.774608,-1.8194235,0.0
-54.310549,48.237026,-2.7184098,0.0
-43.537051,35.797618,0.79534618,0.0
-112.44265,85.815902,1.7923674,0.0
-114.56408,87.485116,1.8792317,0.0
-42.201397,43.369355,3.5952068,0.0
-56.728889,49.809911,2.9340105,0.0
-44.558841,53.361047,7.1916931,0.0
-105.38515,104.27834,11.475535,0.0
-41.34541,54.162881,8.5954532,0.0
-40.661219,53.911631,8.6653207,0.0
-78.210074,64.476463,6.1945571,0.0
-49.986734,59.449739,11.371236,0.0
-76.816457,82.92854,19.328516,0.0
-52.568866,62.889182,17.336479,0.0
-77.428472,61.084852,15.540212,0.0
-101.00555,77.05706,19.95115,0.0
-76.662457,82.659634,24.971456,0.0
-51.675773,39.226209,11.507004,0.0
-64.904857,75.933565,26.075868,0.0
-63.936764,45.587664,17.813632,0.0
-81.865512,63.30198,31.593311,0.0
-31.779854,26.212034,14.522829,0.0
-65.99763,62.394012,49.173759,0.0
-49.809404,44.23259,35.894987,0.0
-27.293929,-70.139579,62.217388,0.0
2.9122959,-45.726807,42.182651,0.0
-0.29042215,-39.36027,32.790208,0.0
-7.5398085,-79.096142,54.800201,0.0
7.6437105,-57.953039,48.99114,0.0
-0.9522356,-39.125074,22.00754,0.0
18.438899,-69.067504,19.392056,0.0
7.7095116,-85.127442,15.668188,0.0
-26.140399,34.028528,-12.379596,0.0
18.130743,-74.23264,2.6311343,0.0
21.659817,-70.593514,-54.708482,0.0
-73.246842,-70.680801,-19.609185,0.0
-50.165673,-96.36015,-10.472168,0.0
39.167247,-100.43936,20.618446,0.0
-48.909893,-76.003315,-11.970275,0.0
46.821436,-146.14622,12.726168,0.0
11.717758,-158.37458,0.8954364,0.0
55.733944,-121.43692,8.4058025,0.0
61.579101,-144.16276,8.4245251,0.0
61.609228,-146.31792,4.72627,0.0
-51.779344,-135.36513,-26.814045,0.0
56.160916,-123.96131,0.18245394,0.0
53.955422,-125.92499,-0.84253555,0.0
59.586632,-141.45488,-1.4834619,0.0
51.140422,-123.22014,-1.5331913,0.0
55.573909,-121.9316,-0.47515099,0.0
49.426594,-114.50141,-1.231823,0.0
49.600939,-132.19803,-3.4877849,0.0
56.041598,-119.0594,-0.35537861,0.0
56.544311,-114.75372,-1.7226874,0.0
22.394279,-69.952247,-4.0315068,0.0
59.291926,-121.15584,-1.9338365,0.0
29.968553,-157.19873,-14.10204,0.0
43.85796,-138.82488,-8.2222424,0.0
51.967705,-113.02416,-2.7789652,0.0
50.660597,-132.70142,-6.0121076,0.0
35.179929,-150.56009,-13.685068,0.0
67.92393,-134.53515,-6.2719652,0.0
44.342324,-104.48208,-6.8714433,0.0
51.415366,-150.54299,-13.468097,0.0
-20.87713,-119.31246,-27.824478,0.0
35.381957,-144.83988,-22.918298,0.0
49.680985,-99.458524,-10.487644,0.0
26.034168,-140.19508,-24.194997,0.0
27.90234,-128.39731,-21.920162,0.0
38.645719,-149.64049,-24.942619,0.0
10.437162,-82.194261,-18.248144,0.0
34.731093,-91.23426,-16.099211,0.0
21.206797,-133.1786,-39.134482,0.0
45.759271,-139.28051,-37.520624,0.0
57.654876,-123.63618,-30.699181,0.0
102.3732,-175.55259,-43.092013,0.0
51.468198,-138.41394,-39.365154,0.0
38.457704,-138.85119,-44.789793,0.0
38.455708,-137.31392,-44.502041,0.0
26.220692,-108.21176,-36.102547,0.0
26.614745,-133.50997,-45.344496,0.0
66.910218,-131.81375,-39.422051,0.0
57.420274,-127.66879,-43.634254,0.0
39.071331,-137.52305,-52.208071,0.0
68.979926,-127.59649,-48.618783,0.0
9.5930986,-85.853043,-38.725139,0.0
57.314804,-110.61637,-54.891989,0.0
56.771888,-97.149312,-47.970265,0.0
-40.718303,-78.673474,-43.771229,0.0
-44.55187,-72.612396,-40.830769,0.0
21.636394,-83.853371,-45.29494,0.0
70.248217,-110.56545,-59.004552,0.0
55.513933,-107.75144,-58.601635,0.0
-59.887171,-122.02594,-71.053644,0.0
60.106457,-100.17161,-56.942645,0.0
63.240319,-99.597163,-56.593195,0.0
31.091804,-84.94206,-48.888634,0.0
29.846827,-68.619003,-40.571095,0.0
32.195893,-74.461021,-44.067712,0.0
40.441355,-61.753879,-37.174962,0.0
66.48996,-97.610765,-61.936365,0.0
65.044756,-96.329164,-61.220492,0.0
67.5279,-97.806648,-62.375499,0.0
54.863278,-98.615133,-62.951447,0.0
51.902979,-101.55562,-65.77912,0.0
-55.351377,-50.499612,-32.496203,0.0
26.692252,-73.455674,-52.443894,0.0
33.032626,-103.229,-73.630702,0.0
35.469711,-74.437509,-55.706346,0.0
35.868156,-49.781805,-37.920761,0.0
34.984169,-74.516889,-55.924696,0.0
33.513855,-71.89037,-53.955176,0.0
37.375925,-72.611994,-58.572934,0.0
-58.062143,-97.729038,-72.038872,0.0
29.369133,-62.346154,-51.743633,0.0
-56.673687,-99.335031,-74.260989,0.0
12.390753,-80.71318,-69.930336,0.0
-60.778813,-102.15124,-82.832808,0.0
22.611812,-65.422236,-63.182873,0.0
-1.6179715,-69.330355,-65.278952,0.0
20.364729,-77.961286,-81.517238,0.0
35.14077,-62.307759,-69.619694,0.0
36.172176,-61.441723,-68.986321,0.0
33.077214,-57.188514,-64.942601,0.0
-80.511399,-85.497073,-74.973422,0.0
-91.856196,-85.137157,-73.326808,0.0
44.641781,-61.957828,-83.616007,0.0
-44.206497,-43.180143,-39.199149,0.0
-40.635409,-70.472393,-75.990445,0.0
-34.053248,-41.46966,-44.263272,0.0
14.61601,-50.521373,-74.519979,0.0
28.029584,-51.941077,-81.6272,2.0
24.383556,-49.666193,-77.28657,2.0
-57.36495,-44.26351,-39.824447,0.0
25.461403,-53.306058,-83.862015,2.0
39.9052,-78.035329,-123.86723,0.0
49.623151,-66.939808,-112.11557,0.0
38.228167,-72.781671,-116.32106,0.0
57.61313,-54.828774,-98.897325,0.0
39.013859,-72.890116,-117.10752,0.0
33.622242,-56.345224,-92.072386,0.0
23.439656,-44.412256,-71.398026,2.0
27.024168,-51.777239,-83.232411,2.0
18.645077,-22.63387,-39.081564,0.0
39.902022,-78.356123,-125.8921,0.0
40.034847,-73.37393,-121.63998,0.0
40.752035,-70.59392,-123.12289,0.0
38.860115,-73.302952,-126.48787,0.0
21.830236,-54.348238,-94.878658,0.0
-30.417634,-30.372489,-34.933245,0.0
-8.5489594,-65.794656,-105.52536,0.0
8.3189414,-48.725464,-92.523696,0.0
-97.920636,-63.462512,-57.781509,0.0
-23.806434,-64.445607,-107.86969,0.0
2.8606592,-47.123223,-92.465188,0.0
3.879551,-46.954461,-92.850428,0.0
14.442364,-45.181724,-117.29169,0.0
-2.704072,-44.474304,-101.32621,0.0
6.3091851,-52.629596,-127.99864,0.0
57.38723,-36.982142,-135.00997,0.0
20.525475,-43.161707,-122.34621,0.0
25.610655,-43.586771,-128.01975,0.0
23.737872,-37.79474,-125.25611,0.0
-5.4294223,-41.772093,-112.588,0.0
1.413295,-39.255292,-112.96541,0.0
-48.396135,-35.110613,-52.441204,0.0
-74.937776,-48.091259,-62.678487,0.0
6.9965526,-11.601132,-52.417569,0.0
-0.094605018,-38.038119,-139.95283,0.0
-32.770884,-44.436695,-116.77473,0.0
-42.265235,-46.529378,-110.07618,0.0
-57.29831,-55.108228,-119.14202,0.0
-35.657146,-47.74923,-125.98641,0.0
-62.511664,-46.990782,-80.594344,0.0
-36.956261,-47.054337,-123.88858,0.0
-47.841418,-47.018869,-106.15201,0.0
-37.894292,-46.588813,-120.78418,0.0
-72.078327,-46.694153,-68.027675,0.0
-69.366528,-57.296581,-128.0777,0.0
-15.112535,-31.63455,-117.60555,0.0
-61.769779,-43.45824,-80.797499,0.0
-79.902761,-48.135939,-65.636605,0.0
-51.841735,-34.171117,-56.827443,0.0
-71.648661,-46.358283,-74.420508,0.0
-73.697607,-44.954577,-70.014793,0.0
-83.01886,-48.372689,-67.458965,0.0
-78.96816,-46.58584,-69.483745,0.0
-49.624294,-30.582585,-51.722527,0.0
-76.016503,-44.37422,-64.342527,0.0
-47.991779,-34.135232,-81.152005,0.0
-103.67455,-61.223401,-97.549391,0.0
-30.316639,-26.51556,-89.341068,0.0
-86.524536,-55.476869,-115.35195,0.0
-55.763434,-34.597284,-70.941927,0.0
-56.717286,-35.004636,-72.050312,0.0
-92.40141,-52.700819,-86.35012,0.0
-77.263452,-43.277755,-66.754811,0.0
-86.875625,-46.922914,-60.099202,0.0
-78.187113,-43.673998,-66.905616,0.0
-74.228536,-42.119165,-69.935799,0.0
-32.248851,-22.008051,-94.329345,0.0
-35.986588,-25.899398,-126.34634,0.0
-30.288044,-21.382489,-100.91493,0.0
-28.74893,-19.673007,-88.941229,0.0
-24.89637,-20.689901,-135.83603,0.0
-68.075713,-28.648998,-73.856176,0.0
-61.323766,-25.446517,-68.630974,0.0
-62.520122,-20.715951,-84.87219,0.0
-72.801729,-17.1192,-92.549777,0.0
-52.654126,-17.264076,-47.677088,0.0
2.5003112,62.910098,-139.67595,0.0
-20.450747,48.770125,-135.17309,0.0
4.8603785,47.738347,-97.356862,0.0
-0.09998066,30.001917,-64.470978,0.0
2.4161216,46.021725,-95.324381,0.0
2.4127116,44.744951,-92.286382,0.0
-17.428452,53.411567,-137.76408,0.0
-1.116649,29.100619,-63.247482,0.0
4.0309949,50.357684,-100.83245,0.0
2.8711614,77.754566,-140.09299,0.0
-2.2887069,57.288236,-108.59401,0.0
-3.4772706,57.090024,-109.68285,0.0
-2.1296956,58.080697,-109.53583,0.0
-3.2515133,56.929544,-106.07469,0.0
-27.84032,36.05423,-98.044792,0.0
-0.14107654,58.059651,-103.43965,0.0
0.15300141,75.097542,-133.07207,0.0
0.72877439,82.116034,-136.73579,0.0
-7.0204651,46.242241,-85.104173,0.0
-18.475672,57.562154,-116.88103,0.0
-18.534693,57.266499,-116.34171,0.0
-17.395212,56.906822,-114.3426,0.0
-19.295644,54.782101,-112.37815,0.0
-5.4740798,92.27243,-132.85803,0.0
-25.694009,66.968965,-117.94074,0.0
-22.910924,68.02795,-114.75895,0.0
-23.052587,67.726609,-114.20132,0.0
-19.161243,22.519637,-49.291613,0.0
-18.073365,22.91825,-48.680642,0.0
-15.008457,50.739353,-77.039184,0.0
-44.44816,75.183362,-134.75073,0.0
-7.4854527,100.4224,-131.58951,0.0
-49.458604,28.275014,-76.047159,0.0
-65.853022,78.767884,-121.32981,0.0
-35.213738,53.675905,-70.67758,0.0
-15.001857,41.947484,-46.005157,0.0
-21.531227,79.235312,-81.798421,0.0
-18.965455,105.59926,-99.109185,0.0
-35.203074,54.980521,-69.700329,0.0
-32.53703,59.093691,-70.575451,0.0
-38.311329,94.389588,-102.7805,0.0
-37.476277,183.80628,-173.39401,0.0
-29.401141,103.92357,-103.80513,0.0
-44.935748,69.317473,-87.163493,0.0
-20.365828,105.01275,-98.127375,0.0
-29.192446,142.90235,-134.37835,0.0
-29.093114,143.25004,-134.51706,0.0
-35.321535,58.169499,-71.238255,0.0
-61.147382,91.110114,-115.56623,0.0
-57.353793,87.294374,-109.83487,0.0
-56.674969,86.302789,-108.49345,0.0
-33.77456,203.91501,-185.17491,0.0
-16.28834,74.700793,-67.274565,0.0
-64.462134,28.471298,-64.66087,0.0
-62.026503,23.091456,-58.540475,0.0
-55.135323,225.17495,-174.87907,0.0
-46.238097,18.540362,-37.974504,0.0
-30.951054,96.967169,-64.700637,0.0
-31.363195,41.060378,-37.546934,0.0
-44.649485,60.109053,-54.071201,0.0
-45.788466,148.54919,-95.465233,0.0
-38.574724,55.111849,-45.118452,0.0
-70.55652,248.3115,-147.0162,0.0
-99.606438,41.563709,-68.848646,0.0
-127.46145,41.284437,-78.808422,0.0
-59.543862,116.63458,-66.141715,0.0
-55.723938,113.20932,-62.946902,0.0
-39.646197,54.774365,-36.459023,0.0
-45.370856,96.605077,-50.164025,0.0
-33.631053,60.302404,-33.764359,0.0
-57.504393,109.64874,-59.620924,0.0
-46.140592,97.44955,-50.661502,0.0
-56.121159,96.410032,-53.267492,0.0
-91.705945,30.085352,-49.918803,0.0
-41.323886,78.721402,-35.489578,0.0
-50.907745,92.308185,-42.659571,0.0
-23.938063,37.978753,-18.745825,0.0
-75.278661,49.453367,-43.075669,0.0
-98.976003,34.830245,-49.883837,0.0
-62.546269,136.98723,-57.177165,0.0
-47.317789,110.55481,-43.349398,0.0
-77.160908,125.01133,-58.375059,0.0
-66.346748,164.08679,-47.786241,0.0
-81.249335,122.02637,-47.615639,0.0
-77.185789,173.71252,-49.706192,0.0
-21.062939,52.467525,-11.270931,2.0
-93.264674,234.48667,-49.642719,0.0
-87.465058,105.98187,-37.203166,0.0
-76.307249,95.167433,-22.279215,0.0
-82.55116,130.38739,-23.553504,0.0
-79.368474,25.345601,-22.531354,0.0
-127.63649,47.661619,-33.737591,0.0
-89.266491,100.20404,-14.406446,0.0
-119.1786,248.54686,-8.3672834,0.0
-103.76829,95.872869,-17.760835,0.0
-123.49898,233.25778,-9.0740726,0.0
-93.413662,107.47603,-13.7461,0.0
-94.691229,109.95176,-13.789826,0.0
-66.338075,61.92249,-11.149438,0.0
-132.19428,237.51389,-10.063126,0.0
-103.10482,190.47362,-4.2135645,0.0
-101.5028,100.57243,-14.158253,0.0
-26.266618,35.745349,-2.5218526,0.0
-112.60083,224.83948,-0.62676826,0.0
-92.779601,103.65407,-8.9520516,0.0
-92.718263,100.47866,-8.5804029,0.0
-117.13047,218.0267,11.174732,0.0
-82.756998,90.332239,-3.1413865,0.0
-51.709765,50.66424,-2.8701049,0.0
-51.528469,50.421974,-2.8397083,0.0
-116.31064,204.91423,9.8885172,0.0
-89.755133,79.096665,-5.7084721,0.0
-93.505273,109.19923,2.8028939,0.0
-69.203995,129.50184,14.528708,0.0
-144.56312,64.940076,-15.130435,0.0
-141.77037,56.331079,-16.393226,0.0
-103.11636,37.651848,-9.196774,0.0
-122.50536,77.461275,-2.3640301,2.0
-90.123538,61.891792,-0.4504873,0.0
-90.233619,61.732166,-0.28718174,0.0
-85.495155,81.073533,13.724618,0.0
-103.00839,120.09569,23.931089,0.0
-78.886459,69.914002,11.272932,0.0
-96.237123,82.735743,13.033395,0.0
-101.31004,122.02036,25.418337,0.0
-100.99664,121.46884,25.459772,0.0
-94.895948,171.83653,43.866441,0.0
-100.71387,119.07094,26.512338,0.0
-100.57622,118.78318,26.537364,0.0
-99.988492,119.2192,26.801806,0.0
-121.44579,190.38159,51.061543,0.0
-142.27245,36.796629,-4.7307664,0.0
-75.313512,78.469723,25.963242,0.0
-82.92996,130.81889,47.636573,0.0
-66.050543,77.376636,26.859456,0.0
-54.493848,33.228003,9.843614,2.0
-145.97703,46.297306,7.3681324,0.0
-106.57608,50.040989,12.77123,0.0
-110.72099,89.05899,31.668519,0.0
-65.623681,57.193802,20.928983,0.0
-109.77462,79.999371,27.860884,0.0
-42.747489,50.855904,20.239362,0.0
-106.03164,27.903729,4.6411456,0.0
-80.858135,70.735618,32.292208,0.0
-59.523082,78.418944,38.880515,0.0
-129.44942,191.82554,96.209108,0.0
-42.767865,53.478151,26.624011,0.0
-86.215145,132.02522,66.676299,0.0
-86.98254,126.04471,64.569405,0.0
-135.74106,182.62704,93.317807,0.0
-52.573457,63.06417,32.056227,0.0
-100.23965,49.104611,32.585087,0.0
-62.22783,92.913852,66.762046,0.0
-79.043293,102.41153,86.406367,0.0
-111.71722,62.56286,58.106133,0.0
-53.551488,23.397173,24.194481,0.0
-67.621942,63.647714,65.117877,0.0
-64.481399,60.395704,62.134275,0.0
-73.521248,94.533049,93.833407,0.0
-45.283038,51.64195,52.003635,0.0
-76.907096,97.942566,97.650473,0.0
-49.102295,44.767936,48.813923,0.0
-47.332636,45.004309,48.816036,0.0
-95.424065,80.415466,88.887033,0.0
-47.268197,39.6213,49.795613,0.0
-80.20331,49.361871,70.398091,0.0
-54.35424,43.222587,59.486958,0.0
-78.255781,79.333016,132.29107,0.0
-69.015757,67.285272,119.52874,0.0
-35.507172,29.075165,55.478604,0.0
-115.19103,-73.700374,74.422151,0.0
-83.091911,-64.167387,107.22073,0.0
-90.893326,-66.975884,40.711603,0.0
-109.96091,-86.666444,47.416,0.0
-12.883532,-52.290177,100.0917,0.0
-28.445174,-44.531194,58.147139,0.0
-55.665748,-90.361301,120.24103,0.0
-30.142399,-48.82634,62.070486,0.0
-24.453812,-43.521262,56.600634,0.0
-3.7608694,-86.018544,116.71875,0.0
-15.412963,-52.050488,57.312397,0.0
-75.746951,-156.76858,142.87796,0.0
-16.832519,-54.834086,59.408297,0.0
-55.48554,-68.63609,33.380408,0.0
-0.50826964,-95.331678,98.459714,0.0
-52.487627,-68.972611,25.865623,0.0
-3.928834,-112.75269,106.32825,0.0
6.6657423,-107.00992,108.95239,0.0
1.4496847,-108.01638,102.15724,0.0
-59.029382,-127.07803,72.55612,0.0
-101.81291,-111.77227,24.971757,0.0
-12.816875,-109.40538,91.813678,0.0
-10.563077,-109.53007,91.905074,0.0
-0.37999991,-113.12519,100.12339,0.0
-5.6098048,-110.97802,93.805039,0.0
-7.4693099,-111.04297,90.316983,0.0
-79.692039,-93.851652,21.237936,0.0
14.738784,-117.26851,109.11831,0.0
-72.454845,-86.759344,19.590563,0.0
17.601061,-112.21261,105.6738,0.0
-10.877309,-88.888428,61.965648,0.0
-5.6225776,-100.47567,74.670085,0.0
-7.3934838,-100.18939,70.829013,0.0
-8.2080563,-99.270053,69.467675,0.0
-13.432522,-130.35975,88.867646,0.0
9.5104001,-57.693266,48.939777,0.0
-18.626589,-90.391391,53.407897,0.0
-22.624862,-132.09594,81.085552,0.0
4.1609511,-62.528655,48.102535,0.0
-16.747192,-122.68919,77.518919,0.0
14.681071,-69.582363,60.25666,0.0
14.154876,-138.53461,109.67638,2.0
-0.13267322,-92.555914,58.754762,0.0
-18.581537,-135.06038,73.934627,0.0
-52.973321,-61.954201,4.7145182,0.0
-88.145227,-88.026097,-2.6429631,0.0
-6.4282856,-141.25192,76.256114,0.0
3.092378,-139.1469,80.650586,0.0
-93.669517,-100.42241,0.94340086,0.0
-25.933545,-71.033669,24.404113,0.0
-57.912779,-119.66083,32.019122,0.0
-44.36058,-83.379278,16.348008,0.0
-63.65465,-130.87181,23.015894,0.0
-46.647585,-86.6566,12.619231,0.0
24.088731,-123.70247,64.997468,0.0
0.036792183,-85.058866,35.707848,0.0
20.323084,-60.984485,35.823915,0.0
-71.121911,-128.93308,16.229418,0.0
-69.224011,-133.13766,11.775806,0.0
-68.392673,-127.68954,9.5995596,0.0
20.871687,-64.98144,30.778272,0.0
23.511721,-68.528492,33.117372,0.0
18.585745,-61.353222,28.336554,0.0
9.4896385,-90.107391,32.741418,0.0
27.63994,-85.458252,38.916427,0.0
16.827613,-55.639889,24.779231,0.0
-20.456638,-150.62938,33.033761,0.0
36.041616,-110.69775,45.381853,0.0
20.863188,-58.104115,17.357884,0.0
31.759101,-82.253069,21.814696,0.0
36.534335,-96.075883,25.150338,0.0
38.629646,-102.15488,26.653108,0.0
9.6156157,-113.4381,17.086592,0.0
25.192042,-62.283632,16.700393,0.0
39.855784,-104.5735,26.990988,0.0
